allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	height_JUL_2020	mortality_JUL_2020	no_bolting_JUL_2020	grwth_stg_JUL_2020	vigor_JUL_2020	vigor_AUG_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG	bolting_SEPT_2019	mortality_SEPT_2019	vigor_SEPT_2019	growth_stage_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019
346	307	central	C4_SIL	C4	SIL	5	2	18	N	120	0	9	3.3	5	NA	5	2.75	NA	NA	6	0	0	0	3	NA	19	6.9	7	4.5	0.937	29	NA	10	0	5	NA	0	0	0	5	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
347	308	central	C4_SIL	C4	SIL	5	2	18	N	NA	NA	NA	NA	NA	NA	7	1.95	NA	NA	4	0	0	0	2	NA	24	5.9	8.5	4.5	0.808	20	NA	0	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	309	central	C4_SIL	C4	SIL	5	2	18	N	NA	NA	NA	NA	NA	NA	9	2.1	NA	NA	5	0	0	0	1	NA	20	5.95	7	4	0.963	15	NA	5	0	10	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	312	central	W3_SIL	W3	SIL	5	2	19	S	95	2	7	5.5	3	NA	3	1.6	NA	NA	2	0	0	0	1	NA	na	7.05	6.5	3	0.77	3	NA	60	0	5	NA	0	0	0	60	NA	NA	NA	0	0	3	1.3	0	0	0	0.02	0	0	0	NA
350	313	central	W3_SIL	W3	SIL	5	2	19	S	NA	NA	NA	NA	NA	NA	4	1.65	NA	NA	2	0	0	0	5	NA	17	4.55	7.5	4.5	0.813	4	NA	30	10	10	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	314	central	W3_SIL	W3	SIL	5	2	19	S	NA	NA	NA	NA	NA	NA	9	1.8	31	8.35	1	0	0	0	0	NA	NA	NA	9.5	5	0.739	8	NA	30	0	5	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	316	central	E4_SIL	E4	SIL	5	4	19	S	100	0	9	4.7	4	NA	2	2.2	22	6.5	6	0	0	0	0	NA	NA	NA	7.5	4	0.75	42	NA	10	0	10	NA	0	0	0	2	NA	NA	NA	0	0	4	1.4	0	0	0	0	0	0	0	NA
353	317	central	E4_SIL	E4	SIL	5	4	19	S	NA	NA	NA	NA	NA	NA	4	1.5	NA	NA	6	0	0	0	3	NA	11	3.95	6	3	0.699	11	NA	0	0	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	318	central	E4_SIL	E4	SIL	5	4	19	S	NA	NA	NA	NA	NA	NA	7	1.45	NA	NA	6	0	0	0	1	NA	16	5.9	7	3	0.747	16	NA	5	0	5	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	323	central	W4_SIL	W4	SIL	5	9	19	S	95	2	7	4.5	3	NA	3	1.45	NA	NA	1	0	0	0	2	NA	na	na	na	na	0.843	0	NA	na	na	na	na	0	0	0	80	NA	NA	NA	0	0	3	1.3	0	0	0	0.1	0	0	0	NA
356	324	central	W4_SIL	W4	SIL	5	9	19	S	NA	NA	NA	NA	NA	NA	5	1.6	30	NA	4	0	0	0	4	NA	26	6.25	9	4	0.669	4	NA	30	0	5	NA	0	0	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	325	central	W4_SIL	W4	SIL	5	9	19	S	NA	NA	NA	NA	NA	NA	6	1.7	NA	NA	1	0	0	0	3	NA	na	na	10	4	0.952	0	NA	na	na	30	na	0	0	0	20	NA	ama	ama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
358	336	central	W1_SIL	W1	SIL	5	3	20	N	105	1	7	5.5	3	NA	3	1.4	NA	NA	3	0	0	0	2	NA	na	3.5	na	na	na	1	NA	0	0	na	NA	0	0	0	100	NA	NA	NA	0	2	3	1.3	0	0	0	0.01	0	0	0	avg_response_of_plants_w/_rust
359	337	central	W1_SIL	W1	SIL	5	3	20	N	NA	NA	NA	NA	NA	NA	8	2.45	32	7.8	4	0	0	0	0	NA	NA	NA	na	na	na	9	NA	30	0	na	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	338	central	W1_SIL	W1	SIL	5	3	20	N	NA	NA	NA	NA	NA	NA	9	1.5	NA	NA	3	0	0	0	1	NA	24	7.1	na	na	0.638	4	NA	50	10	na	NA	0	0	0	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	3	east	C2_SIL	C2	SIL	1	1	3	L	180	0	9	4.1	8	NA	3	2.75	NA	NA	5	0.1	2	1	1	NA	24	6.3	8	5	0.955	19	NA	0	0	5	NA	0.1	2	2	0	NA	NA	NA	0	0	9	1.9	10	"0,4,0,0,4,4,3,0,4"	0	0	0	0	0	NA
362	4	east	C2_SIL	C2	SIL	1	1	3	L	NA	NA	NA	NA	NA	NA	4	2.1	NA	NA	5	0.1	2	2	0	NA	27	7.15	10.5	7	0.885	52	NA	0	0	20	NA	0.5	2	2	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	5	east	C2_SIL	C2	SIL	1	1	3	L	NA	NA	NA	NA	NA	NA	9	3.2	14	7.5	4	0.1	2	0	0	NA	24	7	12.5	8	1.008	67	NA	0	0	10	hcw	0.1	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	10	east	E2_SIL	E2	SIL	1	1	8	L	140	0	9	4.5	5	NA	2	4.4	NA	NA	5	0.1	2	0.5	5	NA	19	7.05	12.5	6	0.831	69	NA	0	0	10	NA	0.5	2	0.1	0	NA	NA	NA	1	0	8	1.9	15	"2,2,3,3,4,4,3,3,3"	60	0	0	0	0	NA
365	11	east	E2_SIL	E2	SIL	1	1	8	L	NA	NA	NA	NA	NA	NA	5	1.8	16	6.65	9	0.5	3	1	3	NA	NA	NA	8.5	4.5	0.63	21	NA	0	0	5	NA	0.5	2	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	12	east	E2_SIL	E2	SIL	1	1	8	L	NA	NA	NA	NA	NA	NA	6	1.95	15	5.7	6	0.1	2	0.1	1	NA	NA	NA	8	5	0.659	18	NA	0	0	5	NA	0.5	2	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	15	east	C3_SIL	C3	SIL	1	2	6	R	165	0	9	4.5	7	NA	3	2.75	NA	NA	6	0.1	2	0.5	2	NA	19	6.65	8	6	0.922	27	NA	5	0	20	NA	0.1	2	0.5	0.1	NA	NA	NA	0	0	8	1.8	2	"2,2,3,2,2,2,3,0,2"	0	0.01	0	0	0	NA
368	16	east	C3_SIL	C3	SIL	1	2	6	R	NA	NA	NA	NA	NA	NA	5	2.65	NA	NA	10	0.5	2	1	1	NA	15	6.9	12.5	6	0.773	43	NA	5	0	20	NA	0.1	2	2	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369	17	east	C3_SIL	C3	SIL	1	2	6	R	NA	NA	NA	NA	NA	NA	7	2.35	NA	NA	2	0.5	2	0.1	2	NA	22	7	8.5	6	1.05	38	NA	0	0	30	NA	0.5	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	18	east	E3_SIL	E3	SIL	1	2	5	R	145	0	9	4.9	6	NA	2	2.4	NA	NA	7	0.1	2	0.1	3	NA	17	5.7	12.5	5	0.667	34	NA	0	0	10	NA	0.1	2	0.5	0	NA	NA	NA	1	1	8	1.9	1	"2,2,2,4,NA,0.5,2,2,2"	0	0	0	0	0	NA
371	19	east	E3_SIL	E3	SIL	1	2	5	R	NA	NA	NA	NA	NA	NA	4	2.2	NA	NA	15	0.01	2	0.1	3	NA	14	6.7	10.5	5	0.811	27	NA	0	0	5	ama	0.1	2	0.5	0.1	lightspeckling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	20	east	E3_SIL	E3	SIL	1	2	5	R	NA	NA	NA	NA	NA	NA	6	2.15	13	5.6	8	0.5	2	0	2	NA	NA	NA	10	4.5	0.815	24	NA	0	0	5	NA	0.5	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	21	east	W3_SIL	W3	SIL	1	2	4	R	155	0	9	5.7	6	NA	7	2.95	NA	NA	5	0	0	0	3	NA	22	8.55	10	4	0.698	13	NA	10	0	20	ama	0	0	0	45	NA	NA	NA	0	0	8	1.8	0.5	"1,2,0,2,2,2,2,2,2"	0	0	0	0	0	NA
374	22	east	W3_SIL	W3	SIL	1	2	4	R	NA	NA	NA	NA	NA	NA	8	2.4	25	NA	5	0	0.1	0	1	NA	NA	6.15	9	6	0.797	7	NA	0	0	20	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	23	east	W3_SIL	W3	SIL	1	2	4	R	NA	NA	NA	NA	NA	NA	9	1.8	29	7.05	7	0	0	0	6	NA	NA	NA	9	3	0.577	9	NA	10	0	10	ama	0.01	2	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	32	east	E4_SIL	E4	SIL	1	3	6	L	135	0	9	4.5	6	NA	5	2.3	15	5.6	10	0.5	2	0.5	1	NA	NA	NA	8	4.5	0.751	37	NA	0	0	20	hcw	0.5	2	0.1	0.1	NA	NA	NA	0	0	7	1.7	25	"2,2,3,4,4,3,4,4,3"	0	0	0	0	0	NA
377	33	east	E4_SIL	E4	SIL	1	3	6	L	NA	NA	NA	NA	NA	NA	7	2.1	NA	NA	11	0.1	0.1	0.1	2	NA	15	7.55	10.5	4.5	0.835	17	NA	0	0	10	NA	0.1	2	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	34	east	E4_SIL	E4	SIL	1	3	6	L	NA	NA	NA	NA	NA	NA	8	2.25	15	4.1	4	0.1	2	0.1	2	NA	NA	NA	9.5	4.5	0.871	23	NA	0	0	5	NA	0.1	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	38	east	W1_SIL	W1	SIL	1	4	7	R	155	0	9	6	7	NA	3	2.8	34	9.95	10	0.01	2	0.1	2	NA	NA	NA	11	5.5	0.632	16	NA	20	5	30	NA	0.1	2	0.1	0.5	NA	NA	NA	0	0	8	1.8	0.5	"2,1,0.5,2,0.5,2,0.5,0.5,1"	0	0	0	0	0	NA
380	39	east	W1_SIL	W1	SIL	1	4	7	R	NA	NA	NA	NA	NA	NA	4	2.55	23	10.25	9	0.01	2	0.1	2	NA	NA	NA	10	4.5	0.651	8	NA	10	0	30	NA	0.1	2	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	40	east	W1_SIL	W1	SIL	1	4	7	R	NA	NA	NA	NA	NA	NA	8	2.65	22	7.8	13	0.1	2	1	1	NA	NA	NA	9.5	5	0.683	10	NA	10	5	30	NA	0	0	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	42	east	C1_SIL	C1	SIL	1	4	5	R	155	0	9	5.7	6	NA	5	2.1	26	7.3	9	0.5	2	2	2	NA	NA	NA	13	6.5	0.633	8	NA	5	0	20	NA	1	2	10	5	NA	NA	NA	0	0	7	1.7	1	"2,1,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA
383	43	east	C1_SIL	C1	SIL	1	4	5	R	NA	NA	NA	NA	NA	NA	8	2.35	NA	NA	5	0.2	2	2	3	NA	24	6.95	11	5	0.734	9	NA	0	0	10	ama	0.5	0.5	5	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	44	east	C1_SIL	C1	SIL	1	4	5	R	NA	NA	NA	NA	NA	NA	9	2.35	26	6.3	11	0.5	2	0.5	3	NA	NA	NA	9	4	0.787	28	NA	20	5	30	ama	0.1	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	45	east	W4_SIL	W4	SIL	1	4	4	R	140	0	9	5.5	6	NA	2	2.6	39	11.45	8	0.01	2	0.5	1	NA	NA	NA	11	5	0.637	6	NA	0	0	20	ama	0.1	1	0.1	1	NA	NA	NA	0	0	6	1.5	0.1	"0,2,2,2,2,0,1,2,2"	0	0	0	0	0	NA
386	46	east	W4_SIL	W4	SIL	1	4	4	R	NA	NA	NA	NA	NA	NA	4	2.6	NA	NA	6	0.01	1	0.1	2	NA	31	9.55	11.5	4.5	0.746	5	NA	0	0	40	ama	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
387	47	east	W4_SIL	W4	SIL	1	4	4	R	NA	NA	NA	NA	NA	NA	6	1.95	NA	NA	5	0	0	0	2	NA	26	8.65	12	4.5	0.678	4	NA	10	0	40	amahcw	0.01	1	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	63	east	E1_SIL	E1	SIL	1	6	4	R	135	0	9	3.5	5	NA	1	1.85	NA	NA	14	1	2	0.1	4	NA	13	5.5	6.5	4	0.776	29	NA	0	0	20	NA	1	2	2	0.5	NA	NA	NA	2	0	8	1.9	15	"3,2,4,4,4,4,3,4,3"	25	0	0	0	0	NA
389	64	east	E1_SIL	E1	SIL	1	6	4	R	NA	NA	NA	NA	NA	NA	2	2.65	NA	NA	11	1	2	2	2	NA	16	5.95	8.5	5	0.779	22	NA	0	0	5	NA	1	2	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390	65	east	E1_SIL	E1	SIL	1	6	4	R	NA	NA	NA	NA	NA	NA	8	2.15	NA	NA	11	1	3	1	1	NA	18	5	8.5	3.5	0.745	20	NA	0	0	5	NA	5	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391	66	east	C4_SIL	C4	SIL	1	6	3	R	145	0	9	4.5	5	NA	3	2.9	NA	NA	7	1	2	5	2	NA	28	7.85	9	6	0.9	47	NA	0	5	5	hcw	1	2	5	0.1	NA	NA	NA	0	0	8	1.7	25	"3,4,4,4,3,4,3,0,4"	0	0	0	0	0	NA
392	67	east	C4_SIL	C4	SIL	1	6	3	R	NA	NA	NA	NA	NA	NA	8	2.05	NA	NA	11	2	5	10	1	NA	25	6.5	8	5	0.873	27	NA	0	0	10	NA	10	2	15	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	68	east	C4_SIL	C4	SIL	1	6	3	R	NA	NA	NA	NA	NA	NA	9	3.45	NA	NA	7	0.5	2	2	1	NA	21	6.25	9	5	0.822	30	NA	0	20	10	NA	1	2	2	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	70	east	W2_SIL	W2	SIL	1	6	1	R	150	0	9	5.5	6	NA	1	2.5	35	6.5	7	0.01	0.5	0.1	0	NA	NA	NA	11	5	0.66	10	NA	0	0	5	NA	0.1	2	0.1	5	NA	NA	NA	0	0	8	1.6	0.5	"1,1,1,0,2,2,2,2,2"	0	0	0	0	0	NA
395	71	east	W2_SIL	W2	SIL	1	6	1	R	NA	NA	NA	NA	NA	NA	4	2.85	32	8.95	8	0.01	1	0.1	1	NA	NA	NA	10.5	5.5	0.655	17	NA	5	5	10	NA	0.1	1	0.1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	72	east	W2_SIL	W2	SIL	1	6	1	R	NA	NA	NA	NA	NA	NA	5	3	28	7.65	11	1	2	0.5	5	NA	NA	NA	9.5	4.5	0.707	14	NA	10	0	10	NA	0.1	2	0.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	80	east	C1_SIL	C1	SIL	2	7	8	L	150	0	9	5.5	5	NA	3	2.5	30	8.15	13	0.1	2	0.1	2	NA	NA	NA	10.5	4.5	0.795	19	NA	5	5	10	NA	0.1	2	0.1	1	NA	NA	NA	0	0	6	1.6	0.2	"2,1,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA
398	81	east	C1_SIL	C1	SIL	2	7	8	L	NA	NA	NA	NA	NA	NA	4	2.8	33	6.7	13	0.01	2	0.1	6	NA	NA	NA	9.5	4.5	0.704	11	NA	5	0	5	amahcw	0.01	2	0.01	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	82	east	C1_SIL	C1	SIL	2	7	8	L	NA	NA	NA	NA	NA	NA	5	1.65	NA	NA	1	0.1	0.5	0.5	2	NA	18	4.75	10.5	4.5	0.551	1	NA	0	0	0	NA	0.1	0.5	0.5	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	83	east	E4_SIL	E4	SIL	2	8	8	R	140	0	9	4	5	NA	1	2.3	NA	NA	8	0.5	2	0.5	2	NA	13	5.7	7.5	3.5	0.722	11	NA	0	0	10	NA	0.5	2	0.1	0	NA	NA	NA	0	0	6	1.6	2	"2,3,2,2,4,2,3,3,2"	0	0	0	0	0	NA
401	84	east	E4_SIL	E4	SIL	2	8	8	R	NA	NA	NA	NA	NA	NA	7	2	NA	NA	5	0.5	2	0.1	2	NA	15	5.5	8	3.5	0.876	24	NA	0	0	5	NA	0.1	2	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	85	east	E4_SIL	E4	SIL	2	8	8	R	NA	NA	NA	NA	NA	NA	9	2.35	NA	NA	9	0.5	2	0.5	2	NA	13	5.7	8	4.6	0.905	27	NA	5	0	5	NA	0.5	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
403	90	east	W2_SIL	W2	SIL	2	8	3	R	140	0	9	6	5	NA	4	2.55	29	8.55	7	0.01	0.5	0	1	NA	NA	NA	9.5	4.5	0.613	9	NA	0	0	5	NA	0	0	0	0.5	NA	NA	NA	0	0	7	1.5	0.05	"2,2,2,0,2,2,2,2,1"	0	2	0	0	0	NA
404	91	east	W2_SIL	W2	SIL	2	8	3	R	NA	NA	NA	NA	NA	NA	6	2.5	33	9.2	6	0.1	2	0	3	NA	NA	NA	10	4.5	0.797	10	NA	5	5	5	NA	0.1	2	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
405	92	east	W2_SIL	W2	SIL	2	8	3	R	NA	NA	NA	NA	NA	NA	7	2.85	23	6.45	6	0.5	0.5	0.1	2	NA	NA	NA	13.5	6	0.638	11	NA	10	0	20	NA	0.1	0.5	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
406	97	east	E3_SIL	E3	SIL	2	9	3	L	140	0	9	4	5	NA	5	2.55	16	NA	13	0.1	2	1	1	NA	NA	6.4	8.5	4.5	0.673	24	NA	0	0	10	NA	0.5	2	0.1	0.1	NA	NA	NA	2	0	7	1.7	15	"2,3,2,2,2,4,3,3,4"	5	0	0	0	0	NA
407	98	east	E3_SIL	E3	SIL	2	9	3	L	NA	NA	NA	NA	NA	NA	6	2.15	NA	NA	8	0.5	2	0.1	1	NA	18	7.3	9	4	0.829	34	NA	0	0	5	NA	0.5	0.1	2	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	99	east	E3_SIL	E3	SIL	2	9	3	L	NA	NA	NA	NA	NA	NA	9	2	NA	NA	7	1	2	0.1	3	NA	14	4.65	9.5	3.5	0.763	31	NA	0	0	5	NA	5	2	10	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	100	east	W4_SIL	W4	SIL	2	9	4	L	165	0	9	5.5	7	NA	2	2.62	40	NA	9	0.01	1	1	2	NA	NA	7.25	11	6	0.73	13	NA	10	0	10	hcw	0	0	0.5	5	NA	NA	NA	0	0	8	1.7	0.02	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA
410	101	east	W4_SIL	W4	SIL	2	9	4	L	NA	NA	NA	NA	NA	NA	6	2.7	31	7.85	4	0.1	2	0.1	2	NA	NA	NA	11	4	0.761	8	NA	0	0	20	ama	0	0	0	0.5	hypersensitivespecks	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	102	east	W4_SIL	W4	SIL	2	9	4	L	NA	NA	NA	NA	NA	NA	7	2.35	NA	NA	7	0.1	2	0.1	3	NA	23	6.7	9.5	4	0.68	7	NA	0	0	20	NA	0.1	1	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
412	106	east	C2_SIL	C2	SIL	2	9	8	L	155	0	9	3.9	6	NA	1	2.55	NA	NA	6	0.1	0.5	0.1	1	NA	21	5.5	9.5	5	0.729	38	NA	0	5	5	hcw	0.5	2	0.1	0	hypersensitive2?	NA	NA	0	0	6	1.5	0.2	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA
413	107	east	C2_SIL	C2	SIL	2	9	8	L	NA	NA	NA	NA	NA	NA	4	2.85	NA	NA	6	0.5	0.5	0.1	0	NA	25	6.05	9	5	0.901	18	NA	0	5	5	NA	0.1	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	108	east	C2_SIL	C2	SIL	2	9	8	L	NA	NA	NA	NA	NA	NA	5	3	NA	NA	7	0.1	0.1	0.1	1	NA	23	7.55	11	6	0.866	40	NA	0	5	30	hcw	0.1	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	110	east	E1_SIL	E1	SIL	2	10	7	R	135	1	8	4.9	6	NA	2	2.6	17	6.4	11	1	2	0.5	3	NA	NA	NA	10	4.5	0.827	41	NA	0	0	30	NA	2	3	1	0.1	NA	NA	NA	2	0	6	1.5	20	"4,3,4,3,3,4,3,3,2"	20	0	0	0	0	NA
416	111	east	E1_SIL	E1	SIL	2	10	7	R	NA	NA	NA	NA	NA	NA	6	2.2	NA	NA	10	1	2	1	1	NA	18	6.2	9	5	0.784	17	NA	0	0	5	NA	1	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	112	east	E1_SIL	E1	SIL	2	10	7	R	NA	NA	NA	NA	NA	NA	8	1.65	NA	NA	9	10	3	15	3	NA	na	na	10	4	0.538	na	NA	0	0	50	NA	15	3	20	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	116	east	W3_SIL	W3	SIL	2	10	3	R	150	1	8	6.3	6	NA	4	2.85	24	6.6	8	0.01	2	1	0	NA	NA	NA	11.5	6.5	0.708	23	NA	5	0	5	NA	0.1	2	0.5	1	NA	NA	NA	0	1	7	1.7	0.02	"2,2,NA,2,0,2,2,2,2"	0	0.1	0	0	0	NA
419	117	east	W3_SIL	W3	SIL	2	10	3	R	NA	NA	NA	NA	NA	NA	6	1.85	24	6	6	0.01	0.5	0.1	3	NA	NA	NA	8	4.5	0.829	2	NA	0	0	5	NA	0.01	2	0.1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	118	east	W3_SIL	W3	SIL	2	10	3	R	NA	NA	NA	NA	NA	NA	9	1.7	23	7.6	7	0	0	0.1	4	NA	NA	NA	10.5	4.5	0.726	6	NA	10	0	10	ama	0.1	2	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	120	east	W1_SIL	W1	SIL	2	10	1	R	140	0	9	5.7	5	NA	1	2.35	26	NA	4	0	0	1	1	NA	NA	7.75	9	3.5	0.636	3	NA	0	0	40	NA	0	0.1	2	0	NA	NA	NA	0	0	6	1.5	0.1	"0,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA
422	121	east	W1_SIL	W1	SIL	2	10	1	R	NA	NA	NA	NA	NA	NA	6	2.1	23	8.35	7	0.5	2	2	1	NA	NA	NA	11.5	5.5	0.593	10	NA	5	10	30	NA	0.5	2	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	122	east	W1_SIL	W1	SIL	2	10	1	R	NA	NA	NA	NA	NA	NA	7	2.35	26	8.7	9	0.1	2	5	3	NA	NA	NA	9	5	0.619	11	NA	5	5	40	NA	0.5	2	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	125	east	C4_SIL	C4	SIL	2	11	3	L	160	0	9	4.7	7	NA	4	2.4	NA	NA	7	0.5	2	1	2	NA	18	6.55	8.5	5	0.8	21	NA	0	0	5	NA	1	2	1	0.1	NA	NA	NA	0	0	6	1.5	15	"3,3,4,4,4,4,4,2,4"	0	0	0	0	0	NA
425	126	east	C4_SIL	C4	SIL	2	11	3	L	NA	NA	NA	NA	NA	NA	5	2.35	NA	NA	8	0.5	2	10	2	NA	23	5.65	8.5	4.5	0.75	24	NA	0	0	5	NA	0.1	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
426	127	east	C4_SIL	C4	SIL	2	11	3	L	NA	NA	NA	NA	NA	NA	8	2.7	NA	NA	9	0.5	2	2	1	NA	21	6.65	7	4	0.957	27	NA	0	0	5	NA	0.5	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
427	129	east	C3_SIL	C3	SIL	2	11	5	L	180	0	9	3.5	8	NA	4	2.5	NA	NA	8	5	2	1	3	NA	17	4.9	10	5.5	0.868	18	NA	0	0	10	NA	1	2	1	0	NA	NA	NA	0	0	9	1.8	0.5	"0,3,2,2,3,2,4,2,4"	0	0	0	0	0	NA
428	130	east	C3_SIL	C3	SIL	2	11	5	L	NA	NA	NA	NA	NA	NA	6	4.85	NA	NA	14	0.01	2	2	1	NA	20	4.7	9	6	0.897	42	NA	0	0	5	hcw	0.1	2	2	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
